m,l,P,r,T,d,e,k,ad,rad,nabla,trans
9.999999999999974e-13,2.644565482845853e-11,17.276206325542407,2.568991213446021e-05,7.225621943509153,1.919430594102998,50.8703212253704,1.0197568472042808,0.4,0.4837600239698035,0.4,Convective
1.4196468304139936e-11,3.7543481775407005e-10,17.27620629130583,6.214197129208334e-05,7.225621929814522,1.9194305735829822,50.87030554662641,1.019756890889291,0.4,0.48375996088411577,0.4,Convective
2.0153971231045197e-10,5.329842682737982e-09,17.276206090162525,0.0001504838470927679,7.2256218493572,1.9194304530258446,50.870213432586965,1.0197571475431093,0.4,0.4837596899302709,0.4,Convective
2.8611521378408198e-09,7.566446281857636e-08,17.276204914840203,0.00036416778265122186,7.225621379228265,1.9194297485853242,50.869675195848146,1.0197586472262763,0.4,0.4837581186968933,0.4,Convective
4.061825563817952e-08,1.0741280343958054e-06,17.276197954733323,0.0008832859217780449,7.225618595185592,1.919425576979463,50.866487996639144,1.01976752820074,0.4,0.4837489176490816,0.4,Convective
5.766357787368749e-07,1.5245509741666885e-05,17.276157811615022,0.002133433871093657,7.225602537925771,1.91940151683416,50.84811113799607,1.0198187516919925,0.4,0.4836948769003233,0.4,Convective
8.186191555871115e-06,0.00021615594164367375,17.275917621782106,0.0051824643904471775,7.225506462188164,1.9192575565584973,50.73835712613995,1.0201252914832657,0.4,0.4833826221899584,0.4,Convective
0.00011621500895454255,0.0030458719032116915,17.27456401226402,0.012474057069779854,7.224964982915924,1.9184462923769574,50.12617328189887,1.0218547328818124,0.4,0.4815075779912973,0.4,Convective
0.0016498426910885062,0.041410407489304434,17.266293751658083,0.030409052660071514,7.221656731574381,1.9134895392085853,46.609022420363154,1.0324847201712353,0.4,0.4712787912744907,0.4,Convective
0.023421939470855163,0.4645103883956298,17.216132867590176,0.07470763981447423,7.201590644451047,1.8834253683403928,31.380877769234786,1.0993727961268613,0.4,0.42496026394910785,0.4,Convective
0.3325,2.3569732517183826,16.841086961604425,0.19965162543739154,7.069786116328077,1.6403100937793056,4.122259672929979,1.5346149291295974,0.4,0.3009992335578474,0.3009992335578474,Radiative
0.531973798947598,2.6132713369254,16.595345087014863,0.25118062356154375,7.000996200164326,1.4633778140769313,1.3071845918273386,1.7907783655213292,0.4,0.26046948899653044,0.26046948899653044,Radiative
0.731447597895196,2.6912522171986697,16.305288483895257,0.3046699930244072,6.929921235347821,1.2443924291037762,0.3631923601539181,2.1551657353466367,0.4,0.23169457712002564,0.23169457712002564,Radiative
0.930921396842794,2.710292454421779,15.922359693242944,0.37045891286798227,6.846382544555923,0.9449685098072591,0.06870522554154374,2.746242875025461,0.4,0.20880075853305355,0.20880075853305355,Radiative
1.1303951957903917,2.7130872550287206,15.313423553368947,0.473919862407895,6.7258330299692455,0.4564739839994444,0.004796802403101835,4.10394913189084,0.4,0.19212652648741854,0.19212652648741854,Radiative
1.329867000266001,2.7131933465038522,10.794566139971533,1.2195623784917378,5.774786243524415,-3.113124264022565,4.884452368402397e-15,27.210327408112573,0.4,0.2088757092730139,0.2088757092730139,Radiative
1.329893600319201,2.7131933465038522,10.683617635003833,1.2314805478008053,5.751524424100188,-3.200904354150468,2.0043023499778573e-15,28.725854401549103,0.4,0.21160075410500348,0.21160075410500348,Radiative
1.3299202003724009,2.7131933465038522,10.541612759900792,1.2461304342538655,5.721565289420228,-3.313071259509923,6.255613293612976e-16,30.430829305090906,0.4,0.2130006953829466,0.2130006953829466,Radiative
1.3299468004256012,2.7131933465038522,10.343327746634639,1.2654933230471785,5.679114568246963,-3.4690706395380766,1.164591005736443e-16,32.90558293997242,0.4,0.21569794492620312,0.21569794492620312,Radiative
1.329973400478801,2.7131933465038522,10.008866693287604,1.2952745127131038,5.607155445066553,-3.731867467612271,6.086178522969689e-18,36.59224757276287,0.4,0.21544293515308743,0.21544293515308743,Radiative
1.3299973405266814,2.7131933465038522,8.930128816266807,1.3693440883680545,5.371062945047366,-4.575564913717614,1.4239737095529507e-22,54.78026951268255,0.4,0.23669639412420282,0.23669639412420282,Radiative
1.3299997345314694,2.7131933465038522,7.888502210085941,1.4128010793258388,5.071776640649894,-5.316715415216053,2.9365198108800016e-29,77.09806020096569,0.4,0.4765722584442889,0.4,Convective
1.329999997871996,2.7131933465038522,5.797594190280259,1.4401832077720251,4.23511102881386,-6.568359406045126,6.68926181963869e-57,890.4273442994951,0.4,99.18320474768305,0.4,Convective
1.3299999986699973,2.7131933465038522,5.609424564873444,1.440938678076154,4.15989673037879,-6.681279947434506,2.419018126656483e-60,729.1797187849724,0.4,105.28385959796735,0.4,Convective
1.329999999467999,2.7131933465038522,5.271269295233919,1.4420090968671495,4.02464376017718,-6.884138431720541,4.810147503236752e-67,114.96442394460313,0.4,26.481787420262652,0.4,Convective
